,player_defMatchup_a,player_off_a,player_off_ht,player_defMatchup_ht,poss,ptsScored_team,fga,fg,fga3,fg3,qSQ,iso_actions,iso_pts,pick_actions,pick_pts,post_actions,post_pts,offBall_actions,offBall_pts,passes,assistOppCreated,touches,touches_direct,touches_catchAndShoot,touches_paint,touches_time,tov,fta,ft_player,fouls
30875,"Orr, Jeffrey","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,1,0,1.0,0.0,1.0,1.0,0.0,0.0,4.88,1.0,,,
31122,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
31161,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,17.04,,,,
31264,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,0.0,0.0,39.273801446,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.8,,,,
31281,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,2.24,,,,
31350,"Thomas, Matthew","Nading, Samuel",79,79,1,3,1.0,1.0,1.0,1.0,50.5044490099,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,5.28,,,,
31501,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,6.56,,,,
31653,"Thomas, Matthew","Nading, Samuel",79,79,1,3,1.0,1.0,1.0,1.0,51.7069011927,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,11.16,,,,
31682,"Thomas, Matthew","Nading, Samuel",79,79,1,3,1.0,1.0,0.0,0.0,37.1361970901,1.0,3.0,,,,,1,3,,,1.0,1.0,0.0,0.0,3.56,,1.0,1.0,1.0
31692,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,0.0,0.0,36.0817581415,,,,,1.0,0.0,1,0,,,1.0,1.0,0.0,0.0,7.28,,,,
31739,"Thomas, Matthew","Nading, Samuel",79,79,1,3,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,4.1,,,,
31841,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,78.4625887871,,,1.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.58,,1.0,0.0,1.0
31852,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,5.96,,,,
31917,"Thomas, Matthew","Nading, Samuel",79,79,1,3,,,,,,,,1.0,3.0,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,5.84,,,,
32048,"Thomas, Matthew","Nading, Samuel",79,79,1,3,,,,,,,,,,,,1,3,1.0,1.0,1.0,1.0,0.0,0.0,3.2,,,,
32059,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,28.0455708504,1.0,2.0,,,,,1,2,,,1.0,1.0,0.0,0.0,4.72,,,,
32130,"Thomas, Matthew","Nading, Samuel",79,79,1,3,,,,,,,,,,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,4.24,,,,
32190,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,1.0,0.0,1.0,0.0,0,0,1.0,0.0,1.0,0.0,0.0,0.0,11.44,,,,
32207,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.56,,,,
32323,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,32.973946631,1.0,0.0,,,,,0,0,2.0,0.0,3.0,1.0,0.0,0.0,3.52,,,,
32346,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
32347,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,43.8898533583,,,3.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,17.96,,,,
32364,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,43.9687952399,,,1.0,0.0,,,2,0,,,1.0,1.0,0.0,0.0,7.12,,,,
32628,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,44.6598351002,2.0,0.0,,,,,3,0,2.0,0.0,3.0,1.0,0.0,0.0,2.8200000000000003,,,,
32698,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,1,0,1.0,1.0,1.0,1.0,0.0,0.0,2.4,,,,
32727,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
32734,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,51.9856005907,,,,,,,2,0,,,1.0,1.0,0.0,0.0,2.6,,,,
32803,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.6,,,,
32822,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,,,1.0,1.0,0.0,0.0,8.08,,,,
32866,"Thomas, Matthew","Nading, Samuel",79,79,1,3,,,,,,,,,,,,0,0,,,,,,,,,,,
32929,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
32953,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,47.3286062479,,,2.0,0.0,,,1,0,1.0,0.0,2.0,1.0,0.0,0.0,6.72,,,,
32959,"Thomas, Matthew","Nading, Samuel",79,79,1,3,1.0,1.0,1.0,1.0,42.1007752419,1.0,3.0,,,,,1,3,,,1.0,1.0,0.0,0.0,3.72,,,,
33030,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,77.4368405342,,,,,,,1,2,,,1.0,1.0,0.0,0.0,4.68,,,,
33090,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,6.84,1.0,,,
33341,"Thomas, Matthew","Nading, Samuel",79,79,1,1,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.88,,,,
33348,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
33393,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,11.36,,,,
33416,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.88,,,,
33419,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.72,,,,
33480,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,10.92,1.0,,,
33496,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,61.9220554829,,,,,,,2,4,,,1.0,1.0,0.0,0.0,3.68,,,,
33509,"Thomas, Matthew","Nading, Samuel",79,79,1,3,1.0,1.0,1.0,1.0,48.4836280346,1.0,3.0,,,,,0,0,,,1.0,1.0,0.0,0.0,8.48,,,,
33520,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,30.8840453625,1.0,2.0,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,12.44,,,,
33565,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.24,,,,
33715,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,89.8125886917,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,15.36,,,,
33834,"Thomas, Matthew","Nading, Samuel",79,79,1,2,2.0,1.0,0.0,0.0,45.7550883293,1.0,0.0,,,1.0,2.0,2,2,1.0,0.0,3.0,2.0,0.0,0.0,7.23,,,,
33847,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,5.62,,,,
33865,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,2.92,,,,
33891,"Thomas, Matthew","Nading, Samuel",79,79,1,0,1.0,0.0,1.0,0.0,46.9873353839,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.28,,,,
33984,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,13.28,,,,
33998,"Thomas, Matthew","Nading, Samuel",79,79,1,2,1.0,1.0,0.0,0.0,32.7508509159,1.0,2.0,,,,,0,0,,,1.0,1.0,0.0,0.0,6.68,,,,
34026,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,7.0,1.0,,,
34110,"Thomas, Matthew","Nading, Samuel",79,79,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.32,,,,
34118,"Thomas, Matthew","Nading, Samuel",79,79,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
34207,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,,,1.0,3.0,0,0,1.0,1.0,1.0,1.0,0.0,0.0,3.36,,,,
34257,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.56,,2.0,2.0,1.0
34320,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
34336,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,7.72,,,,
34503,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,1.0,3.0,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,3.7,,,,
34527,"Herrera, Austin","Nading, Samuel",79,78,1,0,1.0,0.0,1.0,0.0,51.6411870718,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,8.32,,,,
34577,"Herrera, Austin","Nading, Samuel",79,78,1,1,0.0,0.0,0.0,0.0,,,,,,1.0,1.0,1,1,,,1.0,1.0,0.0,0.0,6.6,,2.0,1.0,1.0
34674,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,3.0,0.0,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,9.42,,,,
34767,"Herrera, Austin","Nading, Samuel",79,78,1,0,1.0,0.0,0.0,0.0,40.0389462709,,,2.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,11.72,,,,
34949,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,,,1.0,1.0,0.0,0.0,7.76,,,,
34977,"Herrera, Austin","Nading, Samuel",79,78,1,3,1.0,1.0,1.0,1.0,43.4117093682,,,1.0,3.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,10.32,,,,
34990,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.2,,,,
35044,"Herrera, Austin","Nading, Samuel",79,78,1,3,1.0,1.0,1.0,1.0,41.4739251137,,,1.0,3.0,,,0,0,,,1.0,1.0,0.0,0.0,5.96,,,,
35059,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,12.24,,,,
35083,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,4.96,,,,
35185,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.0,,,,
35228,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,1.0,0.0,0,0,1.0,0.0,1.0,1.0,0.0,0.0,5.28,,,,
35454,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,1,0,1.0,0.0,1.0,1.0,0.0,0.0,2.28,1.0,,,
35496,"Herrera, Austin","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,39.7847771645,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,12.04,,,,
35616,"Herrera, Austin","Nading, Samuel",79,78,1,0,1.0,0.0,1.0,0.0,37.2759215534,,,2.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.279999999999999,,,,
35708,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.76,,,,
35836,"Herrera, Austin","Nading, Samuel",79,78,1,0,1.0,0.0,0.0,0.0,44.3550914526,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,13.92,,,,
35912,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,9.54,,,,
35936,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
35995,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,0.92,,,,
36030,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.92,,,,
36068,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
36383,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,1.0,0.0,,,1,0,2.0,0.0,2.0,0.0,0.0,0.0,6.66,,,,
36413,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,3.06,,,,
36467,"Herrera, Austin","Nading, Samuel",79,78,1,0,1.0,0.0,1.0,0.0,46.4865490794,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,5.539999999999999,,,,
36495,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
36510,"Herrera, Austin","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,39.4464969635,,,1.0,0.0,1.0,2.0,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.02,,,,
36864,"Herrera, Austin","Nading, Samuel",79,78,1,3,1.0,1.0,0.0,0.0,44.9197232723,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.74,,1.0,1.0,1.0
36987,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,5.039999999999999,,,,
37105,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,13.08,1.0,,,
37146,"Herrera, Austin","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,62.0254635811,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,10.68,,,,
37170,"Herrera, Austin","Nading, Samuel",79,78,1,1,,,,,,,,1.0,1.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,9.88,,,,
37201,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,0.92,,,,
37234,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.08,,,,
37307,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.88,,,,
37371,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,6.64,,,,
37430,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,12.08,,,,
37453,"Herrera, Austin","Nading, Samuel",79,78,1,0,1.0,0.0,1.0,0.0,47.9226619005,,,1.0,0.0,,,0,0,,,1.0,1.0,0.0,0.0,10.08,,,,
37506,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.76,,,,
37512,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,6.7,,,,
37522,"Herrera, Austin","Nading, Samuel",79,78,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
37560,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,1.44,,,,
37561,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,1.0,0.0,0.0,1.62,,,,
37568,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,,,,,2,0,2.0,0.0,2.0,1.0,0.0,0.0,3.18,1.0,,,
37681,"Herrera, Austin","Nading, Samuel",79,78,1,2,1.0,1.0,0.0,0.0,42.0534938574,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,7.56,,,,
37717,"Herrera, Austin","Nading, Samuel",79,78,1,3,0.0,0.0,0.0,0.0,,1.0,3.0,1.0,3.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,6.8,,3.0,3.0,1.0
37933,"Herrera, Austin","Nading, Samuel",79,78,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,16.8,,,,
38090,"Herrera, Austin","Nading, Samuel",79,78,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.64,,,,
41350,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,36.8811607361,,,,,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0,11.4,,,,
41491,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,3.94,,,,
41521,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,2.0,2.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,4.28,,,,
41522,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,34.993481636,,,,,,,2,4,1.0,0.0,2.0,1.0,0.0,0.0,1.92,,,,
41527,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,1.0,0.0,1,0,1.0,1.0,1.0,1.0,0.0,0.0,7.84,,,,
41547,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,6.92,,,,
41562,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,15.52,,,,
41571,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.52,,,,
41585,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,43.0056989193,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,8.08,,,,
41626,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,8.12,,,,
41652,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,,,,,,,,1.0,3.0,,,0,0,2.0,1.0,2.0,1.0,0.0,0.0,4.84,,,,
41697,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,9.12,,,,
41713,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,1.0,0.0,,,,,1,0,1.0,0.0,1.0,0.0,0.0,0.0,8.16,,,,
41759,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,8.92,1.0,,,
41803,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,4.6,,,,
41804,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,1,0,2.0,1.0,2.0,1.0,0.0,0.0,7.68,,,,
41808,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,1.0,0.0,0.0,12.04,,,,
41824,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,14.28,,,,
41833,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,3.76,,,,
41899,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,,,,,,,,,,,,1,3,2.0,1.0,2.0,1.0,0.0,0.0,4.44,,,,
41909,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,11.08,,,,
41945,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,6.640000000000001,,,,
41976,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,1.0,1.0,0.0,0.0,6.44,1.0,,,
41991,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,44.7858095169,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,8.96,,,,
41997,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,2,0,1.0,1.0,1.0,1.0,0.0,0.0,1.4,,,,
42001,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,2,0,2.0,0.0,2.0,0.0,0.0,0.0,3.42,,,,
42049,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,12.0,,,,
42111,"Hartmann, Miguel","Nading, Samuel",79,76,1,1,,,,,,,,,,1.0,1.0,1,0,,,1.0,1.0,0.0,0.0,3.28,,2.0,1.0,1.0
42134,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,2.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.36,,,,
42141,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,5.96,,,,
42201,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,1,0,2.0,0.0,2.0,0.0,0.0,0.0,5.16,,,,
42354,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,41.9510990381,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,7.48,,,,
42369,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,42.2087430954,,,,,1.0,0.0,0,0,,,1.0,1.0,0.0,0.0,5.12,,,,
42394,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,,,,,,,,1.0,3.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,7.52,,,,
42435,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,44.7351247072,1.0,0.0,3.0,0.0,,,0,0,2.0,0.0,3.0,1.0,0.0,0.0,4.053333333333334,,,,
42573,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,1.0,1.0,0.0,0.0,76.0738134384,,,,,,,1,3,1.0,0.0,2.0,1.0,0.0,0.0,3.04,,1.0,1.0,1.0
42592,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.16,,,,
42683,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,0.0,0.0,0.0,0.0,,1.0,2.0,,,,,0,0,,,1.0,1.0,0.0,0.0,4.28,,2.0,2.0,1.0
42707,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,7.6,,,,
42747,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,1.0,1.0,0.0,0.0,55.3116858006,,,,,1.0,0.0,0,0,1.0,1.0,2.0,2.0,0.0,1.0,2.5,,,,
42828,"Hartmann, Miguel","Nading, Samuel",79,76,1,1,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,10.36,,,,
42901,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,1.0,0.0,1.0,0.0,44.732670486,,,1.0,0.0,,,0,0,1.0,0.0,2.0,1.0,0.0,0.0,7.640000000000001,,,,
42915,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,10.24,,,,
42926,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,,,,,0,0,,,,,,,,,,,
42936,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,,,,,,,,1.0,3.0,,,2,6,2.0,1.0,2.0,1.0,0.0,0.0,3.2,,,,
42968,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,6.2,,,,
43004,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,3.0,0.0,3.0,0.0,0.0,0.0,3.4266666666666663,,,,
43088,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,1.0,0.0,0.0,0.0,34.1267615557,,,,,1.0,0.0,1,0,,,1.0,1.0,0.0,0.0,10.36,,,,
43105,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,5.88,,,,
43110,"Hartmann, Miguel","Nading, Samuel",79,76,1,3,,,,,,,,,,,,0,0,1.0,1.0,1.0,1.0,0.0,0.0,2.8,,,,
43120,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,2.0,0.0,,,0,0,2.0,0.0,2.0,0.0,0.0,0.0,6.24,,,,
43170,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,,,,,0,0,,,,,,,,,,,
43181,"Hartmann, Miguel","Nading, Samuel",79,76,1,0,,,,,,,,1.0,0.0,,,0,0,1.0,0.0,1.0,0.0,0.0,0.0,8.56,,,,
43194,"Hartmann, Miguel","Nading, Samuel",79,76,1,2,,,,,,,,1.0,2.0,,,0,0,,,1.0,1.0,0.0,0.0,5.92,,2.0,2.0,1.0
